Date,Sector,Value,Region,Short_Code
2015,Other services (except public administration),117500,Western,AB
2015,"Professional, scientific and technical services",173200,Western,AB
2015,Public administration,94400,Western,AB
2015,Transportation and warehousing,139300,Western,AB
2015,Utilities,20200,Western,AB
2015,Wholesale and retail trade,318800,Western,AB
2016,Accommodation and food services,144400,Western,AB
2016,Agriculture,50800,Western,AB
2016,"Business, building and other support services",79500,Western,AB
2016,Construction,251900,Western,AB
2016,Educational services,149500,Western,AB
2016,"Finance, insurance, real estate, rental and leasing",106100,Western,AB
2016,"Forestry, fishing, mining, quarrying, oil and gas",139900,Western,AB
2016,Health care and social assistance ,269400,Western,AB
2016,"Information, culture and recreation ",76300,Western,AB
2016,Manufacturing,115500,Western,AB
2016,Other services (except public administration),122400,Western,AB
2016,"Professional, scientific and technical services",179300,Western,AB
2016,Public administration,97100,Western,AB
2016,Transportation and warehousing,131800,Western,AB
2016,Utilities,19800,Western,AB
2016,Wholesale and retail trade,330100,Western,AB
2017,Accommodation and food services,148100,Western,AB
2017,Agriculture,52100,Western,AB
2017,"Business, building and other support services",80900,Western,AB
2017,Construction,241000,Western,AB
2017,Educational services,153100,Western,AB
2017,"Finance, insurance, real estate, rental and leasing",107600,Western,AB
2017,"Forestry, fishing, mining, quarrying, oil and gas",144800,Western,AB
2017,Health care and social assistance ,274100,Western,AB
2017,"Information, culture and recreation ",73600,Western,AB
2017,Manufacturing,119200,Western,AB
2017,Other services (except public administration),115200,Western,AB
2017,"Professional, scientific and technical services",178700,Western,AB
2017,Public administration,102400,Western,AB
2017,Transportation and warehousing,140100,Western,AB
2017,Utilities,21000,Western,AB
2017,Wholesale and retail trade,335000,Western,AB
2018,Accommodation and food services,147500,Western,AB
2018,Agriculture,49300,Western,AB
2018,"Business, building and other support services",86100,Western,AB
2018,Construction,245400,Western,AB
2018,Educational services,157300,Western,AB
2018,"Finance, insurance, real estate, rental and leasing",105700,Western,AB
2018,"Forestry, fishing, mining, quarrying, oil and gas",153200,Western,AB
2018,Health care and social assistance ,278600,Western,AB
2018,"Information, culture and recreation ",78000,Western,AB
2018,Manufacturing,129800,Western,AB
2018,Other services (except public administration),113800,Western,AB
2018,"Professional, scientific and technical services",180800,Western,AB
2018,Public administration,109600,Western,AB
2018,Transportation and warehousing,138800,Western,AB
2018,Utilities,23400,Western,AB
2018,Wholesale and retail trade,333400,Western,AB
2019,Accommodation and food services,146100,Western,AB
2019,Agriculture,49200,Western,AB
2019,"Business, building and other support services",84100,Western,AB
2019,Construction,236800,Western,AB
2019,Educational services,157400,Western,AB
2019,"Finance, insurance, real estate, rental and leasing",105900,Western,AB
2019,"Forestry, fishing, mining, quarrying, oil and gas",145600,Western,AB
2019,Health care and social assistance ,293400,Western,AB
2019,"Information, culture and recreation ",75000,Western,AB
2019,Manufacturing,136000,Western,AB
2019,Other services (except public administration),115700,Western,AB
2019,"Professional, scientific and technical services",184700,Western,AB
2019,Public administration,115000,Western,AB
2019,Transportation and warehousing,137400,Western,AB
2019,Utilities,23700,Western,AB
2019,Wholesale and retail trade,337000,Western,AB
1976,Accommodation and food services,60700,Western,BC
1976,Agriculture,17600,Western,BC
1976,"Business, building and other support services",16900,Western,BC
1976,Construction,85600,Western,BC
1976,Educational services,73800,Western,BC
1976,"Finance, insurance, real estate, rental and leasing",66100,Western,BC
1976,"Forestry, fishing, mining, quarrying, oil and gas",49200,Western,BC
1976,Health care and social assistance ,79800,Western,BC
1976,"Information, culture and recreation ",45900,Western,BC
1976,Manufacturing,158700,Western,BC
1976,Other services (except public administration),41500,Western,BC
1976,"Professional, scientific and technical services",31200,Western,BC
1976,Public administration,64500,Western,BC
1976,Transportation and warehousing,78400,Western,BC
1976,Utilities,12700,Western,BC
1976,Wholesale and retail trade,178400,Western,BC
1977,Accommodation and food services,62100,Western,BC
1977,Agriculture,20700,Western,BC
1977,"Business, building and other support services",17600,Western,BC
1977,Construction,91200,Western,BC
1977,Educational services,71800,Western,BC
1977,"Finance, insurance, real estate, rental and leasing",68200,Western,BC
1977,"Forestry, fishing, mining, quarrying, oil and gas",46800,Western,BC
1977,Health care and social assistance ,87900,Western,BC
1977,"Information, culture and recreation ",39700,Western,BC
1977,Manufacturing,166600,Western,BC
1977,Other services (except public administration),42900,Western,BC
1977,"Professional, scientific and technical services",35000,Western,BC
1977,Public administration,70900,Western,BC
1977,Transportation and warehousing,75800,Western,BC
1977,Utilities,12500,Western,BC
1977,Wholesale and retail trade,179500,Western,BC
1978,Accommodation and food services,64100,Western,BC
1978,Agriculture,20900,Western,BC
1978,"Business, building and other support services",21000,Western,BC
1978,Construction,89100,Western,BC
1978,Educational services,73300,Western,BC
1978,"Finance, insurance, real estate, rental and leasing",73800,Western,BC
1978,"Forestry, fishing, mining, quarrying, oil and gas",50000,Western,BC
1978,Health care and social assistance ,95600,Western,BC
1978,"Information, culture and recreation ",39900,Western,BC
1978,Manufacturing,177000,Western,BC
1978,Other services (except public administration),46200,Western,BC
1978,"Professional, scientific and technical services",34800,Western,BC
1978,Public administration,70600,Western,BC
1978,Transportation and warehousing,76000,Western,BC
1978,Utilities,11100,Western,BC
1978,Wholesale and retail trade,194200,Western,BC
1979,Accommodation and food services,71700,Western,BC
1979,Agriculture,21300,Western,BC
1979,"Business, building and other support services",20200,Western,BC
1979,Construction,91100,Western,BC
1979,Educational services,72200,Western,BC
1979,"Finance, insurance, real estate, rental and leasing",76600,Western,BC
1979,"Forestry, fishing, mining, quarrying, oil and gas",57900,Western,BC
1979,Health care and social assistance ,98800,Western,BC
1979,"Information, culture and recreation ",42700,Western,BC
1979,Manufacturing,180900,Western,BC
1979,Other services (except public administration),50200,Western,BC
1979,"Professional, scientific and technical services",41200,Western,BC
1979,Public administration,67900,Western,BC
1979,Transportation and warehousing,88900,Western,BC
1979,Utilities,10200,Western,BC
1979,Wholesale and retail trade,196900,Western,BC
1980,Accommodation and food services,82500,Western,BC
1980,Agriculture,18900,Western,BC
1980,"Business, building and other support services",22700,Western,BC
1980,Construction,95000,Western,BC
1980,Educational services,73600,Western,BC
1980,"Finance, insurance, real estate, rental and leasing",83400,Western,BC
1980,"Forestry, fishing, mining, quarrying, oil and gas",69800,Western,BC
1980,Health care and social assistance ,102300,Western,BC
1980,"Information, culture and recreation ",49300,Western,BC
1980,Manufacturing,177900,Western,BC
1980,Other services (except public administration),55600,Western,BC
1980,"Professional, scientific and technical services",48500,Western,BC
1980,Public administration,74400,Western,BC
1980,Transportation and warehousing,89200,Western,BC
1980,Utilities,12100,Western,BC
1980,Wholesale and retail trade,211200,Western,BC
1981,Accommodation and food services,84400,Western,BC
1981,Agriculture,20500,Western,BC
1981,"Business, building and other support services",22900,Western,BC
1981,Construction,110200,Western,BC
1981,Educational services,74200,Western,BC
1981,"Finance, insurance, real estate, rental and leasing",83700,Western,BC
1981,"Forestry, fishing, mining, quarrying, oil and gas",69200,Western,BC
1981,Health care and social assistance ,104700,Western,BC
1981,"Information, culture and recreation ",53100,Western,BC
1981,Manufacturing,176400,Western,BC
1981,Other services (except public administration),60100,Western,BC
1981,"Professional, scientific and technical services",57800,Western,BC
1981,Public administration,81800,Western,BC
1981,Transportation and warehousing,94100,Western,BC
1981,Utilities,13800,Western,BC
1981,Wholesale and retail trade,212700,Western,BC
1982,Accommodation and food services,83100,Western,BC
1982,Agriculture,25900,Western,BC
1982,"Business, building and other support services",25900,Western,BC
1982,Construction,91200,Western,BC
1982,Educational services,72300,Western,BC
1982,"Finance, insurance, real estate, rental and leasing",85700,Western,BC
1982,"Forestry, fishing, mining, quarrying, oil and gas",52900,Western,BC
1982,Health care and social assistance ,107300,Western,BC
1982,"Information, culture and recreation ",55300,Western,BC
1982,Manufacturing,152600,Western,BC
1982,Other services (except public administration),56100,Western,BC
1982,"Professional, scientific and technical services",54500,Western,BC
1982,Public administration,80600,Western,BC
1982,Transportation and warehousing,90700,Western,BC
1982,Utilities,15900,Western,BC
1982,Wholesale and retail trade,203500,Western,BC
1983,Accommodation and food services,82100,Western,BC
1983,Agriculture,29700,Western,BC
1983,"Business, building and other support services",26600,Western,BC
